@issn_type_id:=idns_id
7
@eissn_type_id:=idns_id
6
@doi_type_id:=idns_id
8
@e_issn2_type_id:=idns_id
91
ti_id	ISBN	EISSN	DOI	EISSN2	tipp_coverage_note
15213	1436-5693	NULL	10.1111/(ISSN)1439-0280	NULL	now: Journal of Pest Science
15215	0003-7214	NULL	10.1111/(ISSN)1365-2087	NULL	now: Journal of Water Supply
15217	0362-3505	NULL	NULL	NULL	now: Rehabilitation Nursing
15222	0004-8682	NULL	NULL	NULL	now: ANZ Journal of Surgery
15223	0819-5331	NULL	NULL	NULL	now: Drug and Alcohol Review 1989-present; previously: Australian Drug and Alcohol Review 1986-1989; Australian Drug/Alcohol Review  1982-1985
15224	0726-4550	NULL	NULL	NULL	now: Drug and Alcohol Review 1989-present; previously: Australian Drug and Alcohol Review 1986-1989; Australian Drug/Alcohol Review  1982-1985
15225	0307-692X	NULL	NULL	NULL	now: Austral Ecology
15226	0310-1177	NULL	NULL	NULL	now: Clinical and Experimental Ophthalmology 2000-present; previously: Australian and New Zealand Journal of Ophthalmology 1985-1999; Australian Journal of Opthalmology  1973-1984
15227	1035-7319	NULL	NULL	NULL	now: Australian and New Zealand Journal of Public Health 1996-present; previously: Australian Journal of Public Health 1991-1995; Community Health Studies 1977-1990
15228	0004-9581	NULL	10.1111/(ISSN)1467-842Xa	NULL	now: Australian and New Zealand Journal of Statistics
15231	0005-7940	NULL	NULL	NULL	now: Systems Research
15232	0005-8025	NULL	NULL	NULL	now: Contributions to Plasma Physics
15237	0863-1875	NULL	NULL	NULL	now: Deutsche Entomologische Zeitschrift
15244	1075-4261	NULL	10.1002/(ISSN)1520-6343	NULL	merged: Biopolmers 2000
15246	0366-2136	NULL	NULL	NULL	now: Journal of Plant Nutrition and Soil Science 1999-present; Zeitschrift für Pflanzenernährung und Bodenkunde 1967-1998; Zeitschrift für Pflanzenernährung, Düngung und Bodenkunde 1946-1966; Bodenkunde und Pflanzenernährung 1936-1945; Zeitschrift für Pflanzenernährung, Düngung, Bodenkunde 1935-1936; Zeitschrift für Pflanzenernährung, Düngung, Bodenkunde. Teil A, Wissenschaftlicher Teil 1927-1934; Zeitschrift für Pflanzenernährung und Düngung. Teil A, Wissenschaftlicher Teil 1922-1926
15248	0952-0481	NULL	NULL	NULL	now: Addiction 1993-present; previously: British Journal of Addiction 1980-1992; British Journal of Addiction to Alcohol and Other Drugs 1947-1979; British Journal of Inebriety 1903-1946
15249	0007-0890	NULL	NULL	NULL	now: Addiction 1993-present; previously: British Journal of Addiction 1980-1992; British Journal of Addiction to Alcohol and Other Drugs 1947-1979; British Journal of Inebriety 1903-1946
15250	0366-0796	NULL	NULL	NULL	now: Addiction 1993-present; previously: British Journal of Addiction 1980-1992; British Journal of Addiction to Alcohol and Other Drugs 1947-1979; British Journal of Inebriety 1903-1946
15251	0366-0826	NULL	NULL	NULL	now: British Journal of Pharmacology
15252	0950-5652	NULL	NULL	NULL	now: British Journal of Psychology 1955-present; was: British journal of psychology. General section 1920-1954; British Journal of Psychology 1904-1920 
15253	0373-2460	NULL	NULL	NULL	now: British Journal of Psychology 1955-present; was: British journal of psychology. General section 1920-1954; British Journal of Psychology 1904-1920 
15254	0007-1293	NULL	NULL	NULL	now: British Journal of Clinical Psychology
15258	0960-734X	NULL	NULL	NULL	now: IDS Bulletin; previously: Bulletin - Institute of Development Studies 1980-1984; IDS Bulletin 1975-1979; Institute of Development Studies Bulletin 1968-1975
15260	0098-3721	NULL	NULL	NULL	now: Journal of Midwifery and Women's Health; previously: Journal of Nurse-Midwifery 1998-1999; Bulletin of the American College of Nurse-Midwives 1969-1973; Bulletin of the American College of Nurse-Midwifery 1955-1968
15261	0002-8002	NULL	NULL	NULL	now: Journal of Midwifery and Women's Health; previously: Journal of Nurse-Midwifery 1998-1999; Bulletin of the American College of Nurse-Midwives 1969-1973; Bulletin of the American College of Nurse-Midwifery 1955-1968
15263	1673-274X	NULL	NULL	NULL	now: Acta Geologica Sinica - English Edition
15265	0030-767X	NULL	NULL	NULL	now: Oxford Bulletin of Economics and Statistics
15269	0271-6585	NULL	NULL	NULL	now: Cytoskeleton 2010-present; previously: Cell Motility and the Cytoskeleton 1986-2009; Cell Motility 1980-1985
15275	0366-7960	NULL	NULL	NULL	now: European Journal of Lipid Science and Technology 2000-present; previously: Lipid/Fett 1987-1999; Fette, Seifen, Anstrichmittel 1953-1986; Fette und Seifen 1936-1952; Fettchemische Umschau 1933-1935; Chemische Umschau auf dem Gebiete der Fette, Öle, Wachse und Harze 1916-1932; Chemische Revue über  die Fett- und Harz-Industrie 1894-1915
15276	0366-8320	NULL	NULL	NULL	now: European Journal of Lipid Science and Technology 2000-present; previously: Lipid/Fett 1987-1999; Fette, Seifen, Anstrichmittel 1953-1986; Fette und Seifen 1936-1952; Fettchemische Umschau 1933-1935; Chemische Umschau auf dem Gebiete der Fette, Öle, Wachse und Harze 1916-1932; Chemische Revue über  die Fett- und Harz-Industrie 1894-1915
15284	0010-1168	NULL	NULL	NULL	now: Higher Education Abstracts
15285	0748-8025	NULL	NULL	NULL	now: International Journal for Numerical and Analytical Methods 2010-present; Communications in Numerical Methods in Engineering 1983-2009; Communications in Numerical Methods 1985-1992
15286	1062-1938	NULL	NULL	NULL	now: Nutritional Anthropology 1997-2003
15287	0314-9021	NULL	NULL	NULL	now: Australian and New Zealand Journal of Public Health 1996-present; previously: Australian Journal of Public Health 1991-1995; Community Health Studies 1977-1990
15295	0096-2805	NULL	NULL	NULL	now: Meteoritics and Planetary Science 1996-present; previously: Meteoritics 1953-1995; Contributions of the Meteoritical Society 1947-1951; Contributions of the Society for Research on Meteorites 1935-1946 
15296	0096-2813	NULL	NULL	NULL	now: Meteoritics and Planetary Science 1996-present; previously: Meteoritics 1953-1995; Contributions of the Meteoritical Society 1947-1951; Contributions of the Society for Research on Meteorites 1935-1946 
15297	1479-2206	NULL	10.1111/(ISSN)1479-2214	NULL	merged: Reviews in Religion and Theology
15298	0199-1450	NULL	NULL	NULL	now: Museum Anthropology
15300	0012-0073	NULL	10.1002/(ISSN)1860-1324	NULL	now: Mitteilungen aus dem Museum für Naturkunde in Berlin. Deutsche Entomologische Zeitschrift; previously: Deutsche Entomologische Zeitschrift 1954-1997; Berliner Entomologische Zeitschrift 1857-1942
15301	NULL	NULL	10.1002/(ISSN)1945-6255	NULL	merged: Corporate Philanthropy Report 2011
15302	0742-4221	NULL	NULL	NULL	now: Diabetes/Metabolism: Research and Reviews 1999-present
15305	0025-116X	NULL	NULL	NULL	now: Macromolecular Chemistry and Physics
15307	0173-2803	NULL	NULL	NULL	now: Macromolecular Rapid Communications
15309	0360-1269	NULL	NULL	NULL	now: Earth Surface Processes and Landforms
15312	1019-083X	NULL	NULL	NULL	now: Journal of Renal Care
15318	0367-0228	NULL	NULL	NULL	now: Development Growth and Differentiation
15322	0192-2521	NULL	NULL	NULL	now: Environmental Mutagenesis
15329	0375-121X	NULL	NULL	NULL	now: Feddes Repertorium; previously: Feddes Repertorium Specierum Novarum Regni Vegetabilis 1943-1963; Repertorium Specierum Novarum Regni Vegetabilis 1910-1942; Repertorium Novarum Specierum Regni Vegetabilis 1905-1909
15331	0367-2107	NULL	NULL	NULL	now: European Journal of Lipid Science and Technology 2000-present; previously: Lipid/Fett 1987-1999; Fette, Seifen, Anstrichmittel 1953-1986; Fette und Seifen 1936-1952; Fettchemische Umschau 1933-1935; Chemische Umschau auf dem Gebiete der Fette, Öle, Wachse und Harze 1916-1932; Chemische Revue über  die Fett- und Harz-Industrie 1894-1915
15332	0367-3278	NULL	NULL	NULL	now: European Journal of Lipid Science and Technology 2000-present; previously: Lipid/Fett 1987-1999; Fette, Seifen, Anstrichmittel 1953-1986; Fette und Seifen 1936-1952; Fettchemische Umschau 1933-1935; Chemische Umschau auf dem Gebiete der Fette, Öle, Wachse und Harze 1916-1932; Chemische Revue über  die Fett- und Harz-Industrie 1894-1915
15333	0015-038X	NULL	NULL	NULL	now: European Journal of Lipid Science and Technology 2000-present; previously: Lipid/Fett 1987-1999; Fette, Seifen, Anstrichmittel 1953-1986; Fette und Seifen 1936-1952; Fettchemische Umschau 1933-1935; Chemische Umschau auf dem Gebiete der Fette, Öle, Wachse und Harze 1916-1932; Chemische Revue über  die Fett- und Harz-Industrie 1894-1915
15336	NULL	NULL	10.1111/(ISSN)1471-5740	NULL	merged: Journal of Foodservice 2005
15337	1524-8275	NULL	10.1111/(ISSN)1745-4506	NULL	now: Journal of Foodservice
15339	0148-7280	NULL	NULL	NULL	now: Molecular Reproduction and Development
15340	1438-7506	NULL	10.1002/(ISSN)1438-826X	NULL	merged: Comparative and Functional Genomics
15341	0097-0352	NULL	NULL	NULL	now: Science Education
15345	0952-4592	NULL	NULL	NULL	now: Geophysical Journal International; previously: Geophysical Journal 1988-1988; Geophysical Journal of the Royal Astronomical Society 1958-1987; Geophysical Supplements to the Monthly Notices of the Royal Astronomical Society 1922-1957
15346	0016-8009	NULL	NULL	NULL	now: Geophysical Journal International; previously: Geophysical Journal 1988-1988; Geophysical Journal of the Royal Astronomical Society 1958-1987; Geophysical Supplements to the Monthly Notices of the Royal Astronomical Society 1922-1957
15348	2051-1965	NULL	NULL	NULL	now: Geophysical Journal International; previously: Geophysical Journal 1988-1988; Geophysical Journal of the Royal Astronomical Society 1958-1987; Geophysical Supplements to the Monthly Notices of the Royal Astronomical Society 1922-1957
15350	0092-9395	NULL	NULL	NULL	now: Politics and Policy; previously: Southeastern Political Review 1981-2000; GPSA Journal: The Georgia Political Science Association 1973-1980
15352	0301-0481	NULL	NULL	NULL	now: JDDG: Journal Der Deutschen Dermatologischen Gesellschaft
15353	0148-6403	NULL	NULL	NULL	now: Head and Neck
15354	1743-5005	NULL	10.1111/(ISSN)1743-5013	NULL	merged: Journal of Head and Face Pain 2007
15355	0265-6647	NULL	NULL	NULL	now: Health Information and Libraries Journal
15360	0308-5872	NULL	NULL	NULL	now: IDS Bulletin; previously: Bulletin - Institute of Development Studies 1980-1984; IDS Bulletin 1975-1979; Institute of Development Studies Bulletin 1968-1975
15364	0363-2792	NULL	NULL	NULL	now: Journal of Nursing Scholarship; previously: Image-The Journal of Nursing Scholarship 1983-1999; Image 1967-1982
15365	0743-5150	NULL	NULL	NULL	now: Journal of Nursing Scholarship; previously: Image-The Journal of Nursing Scholarship 1983-1999; Image 1967-1982
15373	0020-2835	NULL	NULL	NULL	now: IDS Bulletin; previously: Bulletin - Institute of Development Studies 1980-1984; IDS Bulletin 1975-1979; Institute of Development Studies Bulletin 1968-1975
15376	0737-1454	NULL	NULL	NULL	now: Stem Cells
15382	1050-1827	NULL	NULL	NULL	now: International Journal of RF and Microwave Computer-Aided Engineering
15383	0367-8377	NULL	NULL	NULL	now: Chemical Biology and Drug Design 2006-present; previously: The Journal of Peptide Research 1997-2005; International Journal of Peptide and Protein Research 1972-1996; International Journal of Protein Research 1969-1971
15384	0020-7551	NULL	NULL	NULL	now: Chemical Biology and Drug Design 2006-present; previously: The Journal of Peptide Research 1997-2005; International Journal of Peptide and Protein Research 1972-1996; International Journal of Protein Research 1969-1971
15385	1055-6001	NULL	NULL	NULL	now: International Journal of Purchasing and Materials Management
15386	0884-724X	NULL	10.1002/(ISSN)1522-7170	NULL	now: International Journal of Short-Term Psychotherapy
15388	0020-9309	NULL	NULL	NULL	now: International Review of Hydrobiology; previously: Internationale Revue der Gesamten Hydrobiologie 1959-1997; Internationale Revue der Gesamten Hydrobiologie und Hydrographie 1908-1943
15389	0323-889X	NULL	NULL	NULL	now: International Review of Hydrobiology; previously: Internationale Revue der Gesamten Hydrobiologie 1959-1997; Internationale Revue der Gesamten Hydrobiologie und Hydrographie 1908-1943
15392	0368-301X	NULL	NULL	NULL	now: Advanced Synthesis and Catalysis; previously: Journal für praktische Chemie 1999-2000; Journal für praktische Chemie, Chemiker-Zeitung 1992-1998; Journal für praktische Chemie 1992-1998; Journal für praktische Chemie 1954-1991; Journal für makromolekulare Chemie 1943-1944; Journal für Praktische Chemie 1834-1943
15393	0021-8383	NULL	NULL	NULL	now: Advanced Synthesis and Catalysis; previously: Journal für praktische Chemie 1999-2000; Journal für praktische Chemie, Chemiker-Zeitung 1992-1998; Journal für praktische Chemie 1992-1998; Journal für praktische Chemie 1954-1991; Journal für makromolekulare Chemie 1943-1944; Journal für Praktische Chemie 1834-1943
15394	1436-9966	NULL	NULL	NULL	now: Advanced Synthesis and Catalysis; previously: Journal für praktische Chemie 1999-2000; Journal für praktische Chemie, Chemiker-Zeitung 1992-1998; Journal für praktische Chemie 1992-1998; Journal für praktische Chemie 1954-1991; Journal für makromolekulare Chemie 1943-1944; Journal für Praktische Chemie 1834-1943
15395	0941-1216	NULL	NULL	NULL	now: Advanced Synthesis and Catalysis; previously: Journal für praktische Chemie 1999-2000; Journal für praktische Chemie, Chemiker-Zeitung 1992-1998; Journal für praktische Chemie 1992-1998; Journal für praktische Chemie 1954-1991; Journal für makromolekulare Chemie 1943-1944; Journal für Praktische Chemie 1834-1943
15398	NULL	NULL	10.1002/(ISSN)1939-4640	NULL	now: Andrology
15401	0021-8871	NULL	NULL	NULL	now: Journal of Chemical Technology and Biotechnology; previously split: Journal of Chemical Technology and Biotechnology. Part A+B Technology 1983-1985; Journal of Chemical Technology and Biotechnology 1979-1982; Journal of Applied Chemistry and Biotechnology 1971-1977; Journal of Applied Chemistry 1951-1970; Journal of the Society of Chemical Industry 1882-1950
15402	0375-9210	NULL	NULL	NULL	now: Journal of Chemical Technology and Biotechnology; previously split: Journal of Chemical Technology and Biotechnology. Part A+B Technology 1983-1985; Journal of Chemical Technology and Biotechnology 1979-1982; Journal of Applied Chemistry and Biotechnology 1971-1977; Journal of Applied Chemistry 1951-1970; Journal of the Society of Chemical Industry 1882-1950
15403	0377-0532	NULL	NULL	NULL	now: Journal of Obstetrics and Gynaecology Research; previously: Journal of Obstetrics and Gynaecology 1995-1995; Asia-Oceania Journal of Obstetrics and Gynaecology 1980-1994; Journal of Asian Federation of Obstetrics and Gynaecology 1970-1977
15404	0368-1467	NULL	NULL	NULL	now: Biotechnology and Bioengineering
15405	0887-2082	NULL	NULL	NULL	now: Journal of Biochemical and Molecular Toxicology
15407	0095-9898	NULL	NULL	NULL	now: Journal of Cellular Physiology
15408	0142-0356	NULL	NULL	NULL	now: Journal of Chemical Technology and Biotechnology; previously split: Journal of Chemical Technology and Biotechnology. Part A+B Technology 1983-1985; Journal of Chemical Technology and Biotechnology 1979-1982; Journal of Applied Chemistry and Biotechnology 1971-1977; Journal of Applied Chemistry 1951-1970; Journal of the Society of Chemical Industry 1882-1950
15409	0264-3413	NULL	NULL	NULL	now: Journal of Chemical Technology and Biotechnology; previously split: Journal of Chemical Technology and Biotechnology. Part A+B Technology 1983-1985; Journal of Chemical Technology and Biotechnology 1979-1982; Journal of Applied Chemistry and Biotechnology 1971-1977; Journal of Applied Chemistry 1951-1970; Journal of the Society of Chemical Industry 1882-1950
15410	0264-3421	NULL	NULL	NULL	now: Journal of Chemical Technology and Biotechnology; previously split: Journal of Chemical Technology and Biotechnology. Part A+B Technology 1983-1985; Journal of Chemical Technology and Biotechnology 1979-1982; Journal of Applied Chemistry and Biotechnology 1971-1977; Journal of Applied Chemistry 1951-1970; Journal of the Society of Chemical Industry 1882-1950
15411	0196-1748	NULL	NULL	NULL	now: International Journal of Climatology
15413	0092-7015	NULL	NULL	NULL	now: Journal of Comparative Neurology; previously: Journal of Comparative Neurology and Psychology 1904-1910; The Journal of Comparative Neurology 1891-1903
15416	0047-2409	NULL	NULL	NULL	now: Physiological Entomology; previously: Journal of Entomology Series A, General Entomology 1971-1976; Proceedings of the Royal Entomological Society of London. Series A, General Entomology 1936-1970; The Proceedings of the Royal Entomological Society 1933-1935; Proceedings of the Entomological Society of London 1926-1932
15417	0047-2417	NULL	NULL	NULL	now: Systematic Entomology; previously: Journal of Entomology. Series B. Taxonomy & Systematics 1971-1976; Proceedings of the Royal Entomological Society of London. Series B, Taxonomy 1932-1970
15435	0305-1811	NULL	NULL	NULL	now: International Journal of Immunogenetics; previously: European Journal of Immunogenetics 1991-2004; Journal of Immunogenetics 1974-1996
15437	0022-2135	NULL	NULL	NULL	now: Journal of Labelled Compounds and Radiopharmaceuticals
15441	0090-5461	NULL	NULL	NULL	now: Journal of Multicultural Counseling and Development
15443	1340-9654	NULL	NULL	NULL	now: Journal of Obstetrics and Gynaecology Research; previously: Journal of Obstetrics and Gynaecology 1995-1995; Asia-Oceania Journal of Obstetrics and Gynaecology 1980-1994; Journal of Asian Federation of Obstetrics and Gynaecology 1970-1977
15444	0022-3204	NULL	NULL	NULL	now: BJOG : An International Journal of Obstetrics and Gynaecology 2000-present; was: British Journal of Obstetrics and Gynaecology 1975-1999; Journal of Obstetrics and Gynaecology of the British Commonwealth 1961-1074; Journal of Obstetrics and Gynaecology of the British Empire 1902-1960
15445	0307-1871	NULL	NULL	NULL	now: BJOG : An International Journal of Obstetrics and Gynaecology 2000-present; was: British Journal of Obstetrics and Gynaecology 1975-1999; Journal of Obstetrics and Gynaecology of the British Commonwealth 1961-1074; Journal of Obstetrics and Gynaecology of the British Empire 1902-1960
15446	0305-8107	NULL	NULL	NULL	now: Journal of Occupational Psychology
15447	0368-3494	NULL	NULL	NULL	now: The Journal of Pathology
15449	0022-3832	NULL	NULL	NULL	split: Journal of Polymer Science Part A General Papers; Journal of Polymer Science Part B Polymer Letters; Journal of Polymer Science Part C Polymer Symposia
15451	0449-2951	NULL	NULL	NULL	split: Journal of Polymer Science. Part A-1, Polymer Chemistry; Journal of Polymer Science. Part A-2, Polymer Physics
15453	0449-296X	NULL	NULL	NULL	now: Journal of Polymer Science Part A Polymer Chemistry; previously: Journal of Polymer Science. Polymer Chemistry Edition 1973-1985; Journal of Polymer Science. Part A-1, Polymer Chemistry 1966-1972; Journal of Polymer Science 1946-1962
15454	0449-2978	NULL	NULL	NULL	now: Journal of Polymer Science Part B Polymer Physics; previously: Journal of Polymer Science. Polymer Physics Edition 1972-1985; Journal of Polymer Science. Part A-2, Polymer Physics 1966-1972; Journal of Polymer Science Part A General Papers 1963-1965; Journal of Polymer Science 1946-162
15458	0360-6376	NULL	NULL	NULL	now: Journal of Polymer Science Part A Polymer Chemistry; previously: Journal of Polymer Science. Polymer Chemistry Edition 1973-1985; Journal of Polymer Science. Part A-1, Polymer Chemistry 1966-1972; Journal of Polymer Science 1946-1962
15460	0098-1273	NULL	NULL	NULL	now: Journal of Polymer Science Part B Polymer Physics; previously: Journal of Polymer Science. Polymer Physics Edition 1972-1985; Journal of Polymer Science. Part A-2, Polymer Physics 1966-1972; Journal of Polymer Science Part A General Papers 1963-1965; Journal of Polymer Science 1946-162
15463	1360-1261	NULL	NULL	NULL	now: Journal of Agricultural Economics
15464	1062-0273	NULL	NULL	NULL	now: Journal For Healthcare Quality 
15467	0022-4588	NULL	NULL	NULL	now: European Journal of Soil Science
15468	0091-7419	NULL	NULL	NULL	now: Journal of Cellular Biochemistry; previously: Journal of Supramolecular Structure and Cellular Biochemistry 1981-1981; Journal of Supramolecular Structure 1972-1980
15469	0275-3723	NULL	NULL	NULL	now: Journal of Cellular Biochemistry; previously: Journal of Supramolecular Structure and Cellular Biochemistry 1981-1981; Journal of Supramolecular Structure 1972-1980
15474	0095-9553	NULL	NULL	NULL	now: Journal of Pharmaceutical Sciences; previously: Journal of the American Pharmaceutical Association 1940-1960; The Journal of the American Pharmaceutical Association 1912-1939
15475	0099-7056	NULL	NULL	NULL	now: Naval Engineers Journal
15476	0066-1155	NULL	NULL	NULL	now: Veterinary Radiology and Ultrasound; previously: Veterinary Radiology 1979-1991; Journal of the American Veterinary Radiology Society 1960-1978
15477	0261-9997	NULL	NULL	NULL	now: British Journal of Learning Disabilities; previously: Journal of the British Institute of Mental Handicap 1982-1993; Journal of the Institute of Mental Subnormality APEX 1973-1981
15480	2050-2249	NULL	NULL	NULL	now: Journal of the institute of Brewing
15481	0141-2205	NULL	NULL	NULL	now: British Journal of Learning Disabilities; previously: Journal of the British Institute of Mental Handicap 1982-1993; Journal of the Institute of Mental Subnormality APEX 1973-1981
15482	1945-9483	NULL	NULL	NULL	now: Botanical Journal of the Linnean Society; previously: The Journal of the Linnean Society of London. Botany 1865-1968; Journal of the Proceedings of the Linnean Society. Botany 1856-1865
15483	1945-9475	NULL	NULL	NULL	now: Zoological Journal of the Linnean Society; previously: The Journal of the Linnean Society. Zoology 1866-1968; Journal of the Proceedings of the Linnean Society. Zoology 1856-1865
15484	0368-3974	NULL	NULL	NULL	now: Journal of Microscopy; previously: Journal of the Royal Microscopical Society 1878-1968; The Monthly Microscopical Journal 1869-1877; The Transactions of the Microscopical Society of London 1842-1868; Microscopic Journal and Structural Record 1841-1841
15486	0368-4075	NULL	NULL	NULL	now: Journal of Chemical Technology and Biotechnology; previously split: Journal of Chemical Technology and Biotechnology. Part A+B Technology 1983-1985; Journal of Chemical Technology and Biotechnology 1979-1982; Journal of Applied Chemistry and Biotechnology 1971-1977; Journal of Applied Chemistry 1951-1970; Journal of the Society of Chemical Industry 1882-1950
15487	0735-0147	NULL	NULL	NULL	now: Journal of the World Aquaculture Society; previously: Journal of the World Mariculture Society 1981-1985; Proceedings of the World Mariculture Society 1979-1980; Proceedings of the Annual Meeting - World Mariculture Society 1974-1978; Proceedings of the Annual Workshop - World Mariculture Society 1970-1973
15490	0193-7197	NULL	NULL	NULL	now: Journal of Vinyl and Additive Technology
15493	0022-7153	NULL	NULL	NULL	now: Juvenile and Family Court Journal; previously: Juvenile Justice 1972-1977; Juvenile Court Judges Journal 1949-1971
15494	0093-7231	NULL	NULL	NULL	now: Juvenile and Family Court Journal; previously: Juvenile Justice 1972-1977; Juvenile Court Judges Journal 1949-1971
